schoolCode,schoolName,category,province,district,sector,cell,village,email,phoneNumber,representativeEmail,status
SCH02923,Test School 2923,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school2923@testschool.rw,+25078002923,,Inactive
SCH02924,Test School 2924,Other,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 15,school2924@testschool.rw,+25078002924,,Active
SCH02925,Test School 2925,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school2925@testschool.rw,+25078002925,,Inactive
SCH02926,Test School 2926,VTC,Eastern Province,Bugesera,Sector 7,Cell 7,Village 2,school2926@testschool.rw,+25078002926,,Active
SCH02927,Test School 2927,Other,Western Province,Ngororero,Sector 8,Cell 8,Village 3,school2927@testschool.rw,+25078002927,,Inactive
SCH02928,Test School 2928,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school2928@testschool.rw,+25078002928,,Active
SCH02929,Test School 2929,VTC,Southern Province,Huye,Sector 10,Cell 10,Village 5,school2929@testschool.rw,+25078002929,,Inactive
SCH02930,Test School 2930,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school2930@testschool.rw,+25078002930,,Active
SCH02931,Test School 2931,TSS,Eastern Province,Nyagatare,Sector 12,Cell 2,Village 7,school2931@testschool.rw,+25078002931,,Inactive
SCH02932,Test School 2932,VTC,Western Province,Rutsiro,Sector 13,Cell 3,Village 8,school2932@testschool.rw,+25078002932,,Active
SCH02933,Test School 2933,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school2933@testschool.rw,+25078002933,,Inactive
SCH02934,Test School 2934,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school2934@testschool.rw,+25078002934,,Active
SCH02935,Test School 2935,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school2935@testschool.rw,+25078002935,,Inactive
SCH02936,Test School 2936,Other,Eastern Province,Kirehe,Sector 17,Cell 7,Village 12,school2936@testschool.rw,+25078002936,,Active
SCH02937,Test School 2937,TSS,Western Province,Rubavu,Sector 18,Cell 8,Village 13,school2937@testschool.rw,+25078002937,,Inactive
SCH02938,Test School 2938,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school2938@testschool.rw,+25078002938,,Active
SCH02939,Test School 2939,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school2939@testschool.rw,+25078002939,,Inactive
SCH02940,Test School 2940,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school2940@testschool.rw,+25078002940,,Active
SCH02941,Test School 2941,VTC,Eastern Province,Gatsibo,Sector 2,Cell 2,Village 2,school2941@testschool.rw,+25078002941,,Inactive
SCH02942,Test School 2942,Other,Western Province,Nyabihu,Sector 3,Cell 3,Village 3,school2942@testschool.rw,+25078002942,,Active
SCH02943,Test School 2943,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school2943@testschool.rw,+25078002943,,Inactive
SCH02944,Test School 2944,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school2944@testschool.rw,+25078002944,,Active
SCH02945,Test School 2945,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school2945@testschool.rw,+25078002945,,Inactive
SCH02946,Test School 2946,TSS,Eastern Province,Rwamagana,Sector 7,Cell 7,Village 7,school2946@testschool.rw,+25078002946,,Active
SCH02947,Test School 2947,VTC,Western Province,Karongi,Sector 8,Cell 8,Village 8,school2947@testschool.rw,+25078002947,,Inactive
SCH02948,Test School 2948,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school2948@testschool.rw,+25078002948,,Active
SCH02949,Test School 2949,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school2949@testschool.rw,+25078002949,,Inactive
SCH02950,Test School 2950,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school2950@testschool.rw,+25078002950,,Active
SCH02951,Test School 2951,Other,Eastern Province,Ngoma,Sector 12,Cell 2,Village 12,school2951@testschool.rw,+25078002951,,Inactive
SCH02952,Test School 2952,TSS,Western Province,Rusizi,Sector 13,Cell 3,Village 13,school2952@testschool.rw,+25078002952,,Active
SCH02953,Test School 2953,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school2953@testschool.rw,+25078002953,,Inactive
SCH02954,Test School 2954,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school2954@testschool.rw,+25078002954,,Active
SCH02955,Test School 2955,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school2955@testschool.rw,+25078002955,,Inactive
SCH02956,Test School 2956,VTC,Eastern Province,Kayonza,Sector 17,Cell 7,Village 2,school2956@testschool.rw,+25078002956,,Active
SCH02957,Test School 2957,Other,Western Province,Nyamasheke,Sector 18,Cell 8,Village 3,school2957@testschool.rw,+25078002957,,Inactive
SCH02958,Test School 2958,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school2958@testschool.rw,+25078002958,,Active
SCH02959,Test School 2959,VTC,Southern Province,Ruhango,Sector 20,Cell 10,Village 5,school2959@testschool.rw,+25078002959,,Inactive
SCH02960,Test School 2960,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school2960@testschool.rw,+25078002960,,Active
SCH02961,Test School 2961,TSS,Eastern Province,Bugesera,Sector 2,Cell 2,Village 7,school2961@testschool.rw,+25078002961,,Inactive
SCH02962,Test School 2962,VTC,Western Province,Ngororero,Sector 3,Cell 3,Village 8,school2962@testschool.rw,+25078002962,,Active
SCH02963,Test School 2963,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school2963@testschool.rw,+25078002963,,Inactive
SCH02964,Test School 2964,TSS,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 10,school2964@testschool.rw,+25078002964,,Active
SCH02965,Test School 2965,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school2965@testschool.rw,+25078002965,,Inactive
SCH02966,Test School 2966,Other,Eastern Province,Nyagatare,Sector 7,Cell 7,Village 12,school2966@testschool.rw,+25078002966,,Active
SCH02967,Test School 2967,TSS,Western Province,Rutsiro,Sector 8,Cell 8,Village 13,school2967@testschool.rw,+25078002967,,Inactive
SCH02968,Test School 2968,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school2968@testschool.rw,+25078002968,,Active
SCH02969,Test School 2969,Other,Southern Province,Huye,Sector 10,Cell 10,Village 15,school2969@testschool.rw,+25078002969,,Inactive
SCH02970,Test School 2970,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school2970@testschool.rw,+25078002970,,Active
SCH02971,Test School 2971,VTC,Eastern Province,Kirehe,Sector 12,Cell 2,Village 2,school2971@testschool.rw,+25078002971,,Inactive
SCH02972,Test School 2972,Other,Western Province,Rubavu,Sector 13,Cell 3,Village 3,school2972@testschool.rw,+25078002972,,Active
SCH02973,Test School 2973,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school2973@testschool.rw,+25078002973,,Inactive
SCH02974,Test School 2974,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school2974@testschool.rw,+25078002974,,Active
SCH02975,Test School 2975,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school2975@testschool.rw,+25078002975,,Inactive
SCH02976,Test School 2976,TSS,Eastern Province,Gatsibo,Sector 17,Cell 7,Village 7,school2976@testschool.rw,+25078002976,,Active
SCH02977,Test School 2977,VTC,Western Province,Nyabihu,Sector 18,Cell 8,Village 8,school2977@testschool.rw,+25078002977,,Inactive
SCH02978,Test School 2978,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school2978@testschool.rw,+25078002978,,Active
SCH02979,Test School 2979,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school2979@testschool.rw,+25078002979,,Inactive
SCH02980,Test School 2980,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school2980@testschool.rw,+25078002980,,Active
SCH02981,Test School 2981,Other,Eastern Province,Rwamagana,Sector 2,Cell 2,Village 12,school2981@testschool.rw,+25078002981,,Inactive
SCH02982,Test School 2982,TSS,Western Province,Karongi,Sector 3,Cell 3,Village 13,school2982@testschool.rw,+25078002982,,Active
SCH02983,Test School 2983,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school2983@testschool.rw,+25078002983,,Inactive
SCH02984,Test School 2984,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school2984@testschool.rw,+25078002984,,Active
SCH02985,Test School 2985,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school2985@testschool.rw,+25078002985,,Inactive
SCH02986,Test School 2986,VTC,Eastern Province,Ngoma,Sector 7,Cell 7,Village 2,school2986@testschool.rw,+25078002986,,Active
SCH02987,Test School 2987,Other,Western Province,Rusizi,Sector 8,Cell 8,Village 3,school2987@testschool.rw,+25078002987,,Inactive
SCH02988,Test School 2988,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school2988@testschool.rw,+25078002988,,Active
SCH02989,Test School 2989,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school2989@testschool.rw,+25078002989,,Inactive
SCH02990,Test School 2990,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school2990@testschool.rw,+25078002990,,Active
SCH02991,Test School 2991,TSS,Eastern Province,Kayonza,Sector 12,Cell 2,Village 7,school2991@testschool.rw,+25078002991,,Inactive
SCH02992,Test School 2992,VTC,Western Province,Nyamasheke,Sector 13,Cell 3,Village 8,school2992@testschool.rw,+25078002992,,Active
SCH02993,Test School 2993,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school2993@testschool.rw,+25078002993,,Inactive
SCH02994,Test School 2994,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school2994@testschool.rw,+25078002994,,Active
SCH02995,Test School 2995,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school2995@testschool.rw,+25078002995,,Inactive
SCH02996,Test School 2996,Other,Eastern Province,Bugesera,Sector 17,Cell 7,Village 12,school2996@testschool.rw,+25078002996,,Active
SCH02997,Test School 2997,TSS,Western Province,Ngororero,Sector 18,Cell 8,Village 13,school2997@testschool.rw,+25078002997,,Inactive
SCH02998,Test School 2998,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school2998@testschool.rw,+25078002998,,Active
SCH02999,Test School 2999,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school2999@testschool.rw,+25078002999,,Inactive
SCH03000,Test School 3000,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school3000@testschool.rw,+25078003000,,Active
SCH03001,Test School 3001,VTC,Eastern Province,Nyagatare,Sector 2,Cell 2,Village 2,school3001@testschool.rw,+25078003001,,Inactive
SCH03002,Test School 3002,Other,Western Province,Rutsiro,Sector 3,Cell 3,Village 3,school3002@testschool.rw,+25078003002,,Active
SCH03003,Test School 3003,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school3003@testschool.rw,+25078003003,,Inactive
SCH03004,Test School 3004,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school3004@testschool.rw,+25078003004,,Active
SCH03005,Test School 3005,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school3005@testschool.rw,+25078003005,,Inactive
SCH03006,Test School 3006,TSS,Eastern Province,Kirehe,Sector 7,Cell 7,Village 7,school3006@testschool.rw,+25078003006,,Active
SCH03007,Test School 3007,VTC,Western Province,Rubavu,Sector 8,Cell 8,Village 8,school3007@testschool.rw,+25078003007,,Inactive
SCH03008,Test School 3008,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school3008@testschool.rw,+25078003008,,Active
SCH03009,Test School 3009,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school3009@testschool.rw,+25078003009,,Inactive
SCH03010,Test School 3010,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school3010@testschool.rw,+25078003010,,Active
SCH03011,Test School 3011,Other,Eastern Province,Gatsibo,Sector 12,Cell 2,Village 12,school3011@testschool.rw,+25078003011,,Inactive
SCH03012,Test School 3012,TSS,Western Province,Nyabihu,Sector 13,Cell 3,Village 13,school3012@testschool.rw,+25078003012,,Active
SCH03013,Test School 3013,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school3013@testschool.rw,+25078003013,,Inactive
SCH03014,Test School 3014,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school3014@testschool.rw,+25078003014,,Active
SCH03015,Test School 3015,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school3015@testschool.rw,+25078003015,,Inactive
SCH03016,Test School 3016,VTC,Eastern Province,Rwamagana,Sector 17,Cell 7,Village 2,school3016@testschool.rw,+25078003016,,Active
SCH03017,Test School 3017,Other,Western Province,Karongi,Sector 18,Cell 8,Village 3,school3017@testschool.rw,+25078003017,,Inactive
SCH03018,Test School 3018,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school3018@testschool.rw,+25078003018,,Active
SCH03019,Test School 3019,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school3019@testschool.rw,+25078003019,,Inactive
SCH03020,Test School 3020,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school3020@testschool.rw,+25078003020,,Active
SCH03021,Test School 3021,TSS,Eastern Province,Ngoma,Sector 2,Cell 2,Village 7,school3021@testschool.rw,+25078003021,,Inactive
SCH03022,Test School 3022,VTC,Western Province,Rusizi,Sector 3,Cell 3,Village 8,school3022@testschool.rw,+25078003022,,Active
SCH03023,Test School 3023,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school3023@testschool.rw,+25078003023,,Inactive
SCH03024,Test School 3024,TSS,Southern Province,Gisagara,Sector 5,Cell 5,Village 10,school3024@testschool.rw,+25078003024,,Active
SCH03025,Test School 3025,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school3025@testschool.rw,+25078003025,,Inactive
SCH03026,Test School 3026,Other,Eastern Province,Kayonza,Sector 7,Cell 7,Village 12,school3026@testschool.rw,+25078003026,,Active
SCH03027,Test School 3027,TSS,Western Province,Nyamasheke,Sector 8,Cell 8,Village 13,school3027@testschool.rw,+25078003027,,Inactive
SCH03028,Test School 3028,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school3028@testschool.rw,+25078003028,,Active
SCH03029,Test School 3029,Other,Southern Province,Nyanza,Sector 10,Cell 10,Village 15,school3029@testschool.rw,+25078003029,,Inactive
SCH03030,Test School 3030,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school3030@testschool.rw,+25078003030,,Active
SCH03031,Test School 3031,VTC,Eastern Province,Bugesera,Sector 12,Cell 2,Village 2,school3031@testschool.rw,+25078003031,,Inactive
SCH03032,Test School 3032,Other,Western Province,Ngororero,Sector 13,Cell 3,Village 3,school3032@testschool.rw,+25078003032,,Active
SCH03033,Test School 3033,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school3033@testschool.rw,+25078003033,,Inactive
SCH03034,Test School 3034,VTC,Southern Province,Kamonyi,Sector 15,Cell 5,Village 5,school3034@testschool.rw,+25078003034,,Active
SCH03035,Test School 3035,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school3035@testschool.rw,+25078003035,,Inactive
SCH03036,Test School 3036,TSS,Eastern Province,Nyagatare,Sector 17,Cell 7,Village 7,school3036@testschool.rw,+25078003036,,Active
SCH03037,Test School 3037,VTC,Western Province,Rutsiro,Sector 18,Cell 8,Village 8,school3037@testschool.rw,+25078003037,,Inactive
SCH03038,Test School 3038,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school3038@testschool.rw,+25078003038,,Active
SCH03039,Test School 3039,TSS,Southern Province,Ruhango,Sector 20,Cell 10,Village 10,school3039@testschool.rw,+25078003039,,Inactive
SCH03040,Test School 3040,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school3040@testschool.rw,+25078003040,,Active
SCH03041,Test School 3041,Other,Eastern Province,Kirehe,Sector 2,Cell 2,Village 12,school3041@testschool.rw,+25078003041,,Inactive
SCH03042,Test School 3042,TSS,Western Province,Rubavu,Sector 3,Cell 3,Village 13,school3042@testschool.rw,+25078003042,,Active
SCH03043,Test School 3043,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school3043@testschool.rw,+25078003043,,Inactive
SCH03044,Test School 3044,Other,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 15,school3044@testschool.rw,+25078003044,,Active
SCH03045,Test School 3045,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school3045@testschool.rw,+25078003045,,Inactive
SCH03046,Test School 3046,VTC,Eastern Province,Gatsibo,Sector 7,Cell 7,Village 2,school3046@testschool.rw,+25078003046,,Active
SCH03047,Test School 3047,Other,Western Province,Nyabihu,Sector 8,Cell 8,Village 3,school3047@testschool.rw,+25078003047,,Inactive
SCH03048,Test School 3048,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school3048@testschool.rw,+25078003048,,Active
SCH03049,Test School 3049,VTC,Southern Province,Huye,Sector 10,Cell 10,Village 5,school3049@testschool.rw,+25078003049,,Inactive
SCH03050,Test School 3050,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school3050@testschool.rw,+25078003050,,Active
SCH03051,Test School 3051,TSS,Eastern Province,Rwamagana,Sector 12,Cell 2,Village 7,school3051@testschool.rw,+25078003051,,Inactive
SCH03052,Test School 3052,VTC,Western Province,Karongi,Sector 13,Cell 3,Village 8,school3052@testschool.rw,+25078003052,,Active
SCH03053,Test School 3053,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school3053@testschool.rw,+25078003053,,Inactive
SCH03054,Test School 3054,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school3054@testschool.rw,+25078003054,,Active
SCH03055,Test School 3055,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school3055@testschool.rw,+25078003055,,Inactive
SCH03056,Test School 3056,Other,Eastern Province,Ngoma,Sector 17,Cell 7,Village 12,school3056@testschool.rw,+25078003056,,Active
SCH03057,Test School 3057,TSS,Western Province,Rusizi,Sector 18,Cell 8,Village 13,school3057@testschool.rw,+25078003057,,Inactive
SCH03058,Test School 3058,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school3058@testschool.rw,+25078003058,,Active
SCH03059,Test School 3059,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school3059@testschool.rw,+25078003059,,Inactive
SCH03060,Test School 3060,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school3060@testschool.rw,+25078003060,,Active
SCH03061,Test School 3061,VTC,Eastern Province,Kayonza,Sector 2,Cell 2,Village 2,school3061@testschool.rw,+25078003061,,Inactive
SCH03062,Test School 3062,Other,Western Province,Nyamasheke,Sector 3,Cell 3,Village 3,school3062@testschool.rw,+25078003062,,Active
SCH03063,Test School 3063,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school3063@testschool.rw,+25078003063,,Inactive
SCH03064,Test School 3064,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school3064@testschool.rw,+25078003064,,Active
SCH03065,Test School 3065,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school3065@testschool.rw,+25078003065,,Inactive
SCH03066,Test School 3066,TSS,Eastern Province,Bugesera,Sector 7,Cell 7,Village 7,school3066@testschool.rw,+25078003066,,Active
SCH03067,Test School 3067,VTC,Western Province,Ngororero,Sector 8,Cell 8,Village 8,school3067@testschool.rw,+25078003067,,Inactive
SCH03068,Test School 3068,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school3068@testschool.rw,+25078003068,,Active
SCH03069,Test School 3069,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school3069@testschool.rw,+25078003069,,Inactive
SCH03070,Test School 3070,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school3070@testschool.rw,+25078003070,,Active
SCH03071,Test School 3071,Other,Eastern Province,Nyagatare,Sector 12,Cell 2,Village 12,school3071@testschool.rw,+25078003071,,Inactive
SCH03072,Test School 3072,TSS,Western Province,Rutsiro,Sector 13,Cell 3,Village 13,school3072@testschool.rw,+25078003072,,Active
SCH03073,Test School 3073,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school3073@testschool.rw,+25078003073,,Inactive
SCH03074,Test School 3074,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school3074@testschool.rw,+25078003074,,Active
SCH03075,Test School 3075,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school3075@testschool.rw,+25078003075,,Inactive
SCH03076,Test School 3076,VTC,Eastern Province,Kirehe,Sector 17,Cell 7,Village 2,school3076@testschool.rw,+25078003076,,Active
SCH03077,Test School 3077,Other,Western Province,Rubavu,Sector 18,Cell 8,Village 3,school3077@testschool.rw,+25078003077,,Inactive
SCH03078,Test School 3078,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school3078@testschool.rw,+25078003078,,Active
SCH03079,Test School 3079,VTC,Southern Province,Ruhango,Sector 20,Cell 10,Village 5,school3079@testschool.rw,+25078003079,,Inactive
SCH03080,Test School 3080,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school3080@testschool.rw,+25078003080,,Active
SCH03081,Test School 3081,TSS,Eastern Province,Gatsibo,Sector 2,Cell 2,Village 7,school3081@testschool.rw,+25078003081,,Inactive
SCH03082,Test School 3082,VTC,Western Province,Nyabihu,Sector 3,Cell 3,Village 8,school3082@testschool.rw,+25078003082,,Active
SCH03083,Test School 3083,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school3083@testschool.rw,+25078003083,,Inactive
SCH03084,Test School 3084,TSS,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 10,school3084@testschool.rw,+25078003084,,Active
SCH03085,Test School 3085,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school3085@testschool.rw,+25078003085,,Inactive
SCH03086,Test School 3086,Other,Eastern Province,Rwamagana,Sector 7,Cell 7,Village 12,school3086@testschool.rw,+25078003086,,Active
SCH03087,Test School 3087,TSS,Western Province,Karongi,Sector 8,Cell 8,Village 13,school3087@testschool.rw,+25078003087,,Inactive
SCH03088,Test School 3088,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school3088@testschool.rw,+25078003088,,Active
SCH03089,Test School 3089,Other,Southern Province,Huye,Sector 10,Cell 10,Village 15,school3089@testschool.rw,+25078003089,,Inactive
SCH03090,Test School 3090,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school3090@testschool.rw,+25078003090,,Active
SCH03091,Test School 3091,VTC,Eastern Province,Ngoma,Sector 12,Cell 2,Village 2,school3091@testschool.rw,+25078003091,,Inactive
SCH03092,Test School 3092,Other,Western Province,Rusizi,Sector 13,Cell 3,Village 3,school3092@testschool.rw,+25078003092,,Active
SCH03093,Test School 3093,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school3093@testschool.rw,+25078003093,,Inactive
SCH03094,Test School 3094,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school3094@testschool.rw,+25078003094,,Active
SCH03095,Test School 3095,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school3095@testschool.rw,+25078003095,,Inactive
SCH03096,Test School 3096,TSS,Eastern Province,Kayonza,Sector 17,Cell 7,Village 7,school3096@testschool.rw,+25078003096,,Active
SCH03097,Test School 3097,VTC,Western Province,Nyamasheke,Sector 18,Cell 8,Village 8,school3097@testschool.rw,+25078003097,,Inactive
SCH03098,Test School 3098,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school3098@testschool.rw,+25078003098,,Active
SCH03099,Test School 3099,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school3099@testschool.rw,+25078003099,,Inactive
SCH03100,Test School 3100,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school3100@testschool.rw,+25078003100,,Active
SCH03101,Test School 3101,Other,Eastern Province,Bugesera,Sector 2,Cell 2,Village 12,school3101@testschool.rw,+25078003101,,Inactive
SCH03102,Test School 3102,TSS,Western Province,Ngororero,Sector 3,Cell 3,Village 13,school3102@testschool.rw,+25078003102,,Active
SCH03103,Test School 3103,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school3103@testschool.rw,+25078003103,,Inactive
SCH03104,Test School 3104,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school3104@testschool.rw,+25078003104,,Active
SCH03105,Test School 3105,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school3105@testschool.rw,+25078003105,,Inactive
SCH03106,Test School 3106,VTC,Eastern Province,Nyagatare,Sector 7,Cell 7,Village 2,school3106@testschool.rw,+25078003106,,Active
SCH03107,Test School 3107,Other,Western Province,Rutsiro,Sector 8,Cell 8,Village 3,school3107@testschool.rw,+25078003107,,Inactive
SCH03108,Test School 3108,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school3108@testschool.rw,+25078003108,,Active
SCH03109,Test School 3109,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school3109@testschool.rw,+25078003109,,Inactive
SCH03110,Test School 3110,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school3110@testschool.rw,+25078003110,,Active
SCH03111,Test School 3111,TSS,Eastern Province,Kirehe,Sector 12,Cell 2,Village 7,school3111@testschool.rw,+25078003111,,Inactive
SCH03112,Test School 3112,VTC,Western Province,Rubavu,Sector 13,Cell 3,Village 8,school3112@testschool.rw,+25078003112,,Active
SCH03113,Test School 3113,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school3113@testschool.rw,+25078003113,,Inactive
SCH03114,Test School 3114,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school3114@testschool.rw,+25078003114,,Active
SCH03115,Test School 3115,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school3115@testschool.rw,+25078003115,,Inactive
SCH03116,Test School 3116,Other,Eastern Province,Gatsibo,Sector 17,Cell 7,Village 12,school3116@testschool.rw,+25078003116,,Active
SCH03117,Test School 3117,TSS,Western Province,Nyabihu,Sector 18,Cell 8,Village 13,school3117@testschool.rw,+25078003117,,Inactive
SCH03118,Test School 3118,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school3118@testschool.rw,+25078003118,,Active
SCH03119,Test School 3119,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school3119@testschool.rw,+25078003119,,Inactive
SCH03120,Test School 3120,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school3120@testschool.rw,+25078003120,,Active
SCH03121,Test School 3121,VTC,Eastern Province,Rwamagana,Sector 2,Cell 2,Village 2,school3121@testschool.rw,+25078003121,,Inactive
SCH03122,Test School 3122,Other,Western Province,Karongi,Sector 3,Cell 3,Village 3,school3122@testschool.rw,+25078003122,,Active
SCH03123,Test School 3123,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school3123@testschool.rw,+25078003123,,Inactive
SCH03124,Test School 3124,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school3124@testschool.rw,+25078003124,,Active
SCH03125,Test School 3125,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school3125@testschool.rw,+25078003125,,Inactive
SCH03126,Test School 3126,TSS,Eastern Province,Ngoma,Sector 7,Cell 7,Village 7,school3126@testschool.rw,+25078003126,,Active
SCH03127,Test School 3127,VTC,Western Province,Rusizi,Sector 8,Cell 8,Village 8,school3127@testschool.rw,+25078003127,,Inactive
